Price,Close,High,Low,Open,Volume
Ticker,ALKYLAMINE.NS,ALKYLAMINE.NS,ALKYLAMINE.NS,ALKYLAMINE.NS,ALKYLAMINE.NS
Date,,,,,
2022-04-04,3129.12841796875,3150.96492867276,2954.338393456115,2959.2787586625636,150414
2022-04-05,3299.12646484375,3368.2915784022834,3162.821835726652,3169.9359134469178,315988
2022-04-06,3308.26611328125,3414.3853028031726,3230.9988495888247,3299.0769857385003,129639
2022-04-07,3257.281494140625,3348.5793413313345,3229.714113161665,3316.961005856975,62830
2022-04-08,3269.978271484375,3339.6868726488797,3260.6410295092614,3279.414417254921,49639
2022-04-11,3249.228515625,3293.247214761122,3230.9986175424146,3275.4619012700628,46725
2022-04-12,3178.5322265625,3317.8013215737087,3156.3500339389216,3290.283389527142,66812
2022-04-13,3144.739990234375,3242.114635769291,3137.1318761348566,3194.4401119823597,37547
2022-04-18,3089.90185546875,3134.217026270051,3063.0263179569447,3093.656581136514,39106
2022-04-19,3109.02099609375,3137.2797377903585,3064.014224873798,3112.4297995332035,39087
2022-04-20,3107.390625,3147.5559364607197,3072.9069744152666,3114.4060396646046,35823
2022-04-21,3172.2578125,3176.605237200416,3093.1130688555895,3121.3226011989127,42199
2022-04-22,3122.014404296875,3176.061952517266,3113.4182169072465,3159.8576507995476,35035
2022-04-25,3097.85595703125,3174.728086756002,3048.2052874384517,3112.4300341754047,39105
2022-04-26,3094.496826171875,3159.857765064673,3089.605671357369,3114.4064025903217,21484
2022-04-27,3095.18798828125,3114.4059590403654,3041.1404458038055,3094.496385457416,32657
2022-04-28,3135.896728515625,3138.959851350856,3089.012712242097,3110.6514147594908,26034
2022-04-29,3141.677001953125,3179.6189085971496,3131.15387978375,3136.4401668162714,35448
2022-05-02,3094.348388671875,3147.0127316098774,3064.113497431979,3102.549443408168,27541
2022-05-04,3053.49169921875,3141.0348282212335,3014.610927539213,3117.6669966772465,33325
2022-05-05,2992.2802734375,3094.545832243355,2979.0401913010023,3043.2649383771436,29814
2022-05-06,2914.074462890625,2988.92099694639,2898.018275716946,2964.2686224239424,28567
2022-05-09,2868.820556640625,2981.5597845163584,2845.6502926080243,2912.0982030864584,45768
2022-05-10,2880.035400390625,2907.5530903443287,2845.650409694396,2845.650409694396,47207
2022-05-11,2975.28564453125,3013.622928722725,2763.6404366024467,2885.1734268427404,73315
2022-05-12,2960.11865234375,3024.4420611842675,2845.6502965283516,2983.980519276258,82309
2022-05-13,3000.876708984375,3048.9463656118887,2965.207175954396,3023.503484978491,51102
2022-05-16,2991.835693359375,3043.2649429956887,2959.7727716699956,3024.096422638457,26098
2022-05-17,3024.195068359375,3041.5357982454134,2994.849347675415,3008.632918169376,20800
2022-05-18,2965.4541015625,3091.7298796473815,2944.9021348452775,3047.0195762418994,51028
2022-05-19,2778.807373046875,2945.939835031138,2700.70014923204,2934.5769948155225,223028
2022-05-20,2752.47509765625,2810.870312474504,2737.9504718004296,2778.46146759394,92121
2022-05-23,2748.769775390625,2805.8309940735635,2741.9027159334114,2771.5449074570156,38257
2022-05-24,2687.114013671875,2761.4170560845196,2677.5297536811054,2748.769673258614,48259
2022-05-25,2572.7939453125,2710.234753153544,2554.168673004312,2704.1582007711677,73284
2022-05-26,2539.792236328125,2598.2861106433143,2486.0411607366027,2578.8705723658586,51447
2022-05-27,2608.61181640625,2636.030844180817,2570.818021365631,2570.818021365631,36132
2022-05-30,2778.609619140625,2999.888778685111,2648.1347617354318,2655.9404425863427,60288
2022-05-31,2697.1923828125,2781.425609530978,2692.4990358692417,2781.425609530978,58491
2022-06-01,2680.049072265625,2747.830975635442,2669.7732096968584,2715.2245670788184,41660
2022-06-02,2694.8212890625,2745.9540724293392,2683.8535810662142,2693.1413717949567,39531
2022-06-03,2657.817626953125,2736.616453468873,2652.9761654518175,2717.200914336126,38511
2022-06-06,2661.1279296875,2687.558885640026,2602.0411088824503,2667.797423245614,31518
2022-06-07,2616.367919921875,2669.921429664258,2608.5127876140177,2661.127676227823,21954
2022-06-08,2591.27099609375,2642.0578537954466,2586.824667419248,2636.1294155627766,21108
2022-06-09,2655.6435546875,2675.1085430819217,2583.464779204979,2603.3251415070044,48011
2022-06-10,2613.60107421875,2647.837946765427,2609.204197825193,2647.837946765427,61761
2022-06-13,2547.69677734375,2597.3968974649124,2529.466878748521,2568.989798728967,47458
2022-06-14,2653.074951171875,2663.84485055241,2549.277832618062,2559.1091108793553,72133
2022-06-15,2660.633544921875,2705.985998690112,2632.078331990579,2648.0356142941696,36034
2022-06-16,2625.211181640625,2719.1770248860066,2605.598076398241,2681.086760684818,40769
2022-06-17,2585.095458984375,2665.771523593206,2543.2999225017065,2608.5127410273913,32750
2022-06-20,2585.293212890625,2596.557149507064,2524.5267184924696,2584.7991763508026,31138
2022-06-21,2591.073486328125,2629.8059020485057,2563.605007004345,2585.787198963686,23709
2022-06-22,2581.241943359375,2628.2248652059984,2568.9899340117513,2604.4124494010757,16236
2022-06-23,2577.43798828125,2612.7121477214773,2569.9779885500852,2580.846792038763,10412
2022-06-24,2570.076904296875,2617.652525115669,2564.0495622063454,2598.632118922038,15478
2022-06-27,2583.8603515625,2648.529681283548,2576.8449367583253,2594.877269040894,19443
2022-06-28,2544.041259765625,2598.088811057368,2534.4075468681726,2598.088811057368,26395
2022-06-29,2513.8056640625,2557.4292289316018,2509.7052578688968,2531.4428624646116,28334
2022-06-30,2487.621826171875,2553.3286789342187,2485.003529282621,2525.415617422396,31222
2022-07-01,2513.460205078125,2578.771687185201,2476.3085629081465,2494.884383993136,26377
2022-07-04,2502.5419921875,2567.013758050785,2494.88442612711,2535.1484025091613,18489
